WH temperatures [deg C] from synthetic data. 
  T_18,    T_D,   T_17,  T_diff1_18D, T_diff2_18D, T_diff3_18D, T_diff1_17D, T_diff2_17D, T_division_18D, T_division_17D 
-2.858258e+01 -2.933913e+01 -2.888668e+01 -2.377235e+01 -3.097778e+01 -2.781506e+01 -2.630373e+01 -2.995588e+01 -5.230385e+01 -4.332083e+01 
-2.873948e+01 -2.898238e+01 -2.866211e+01 -2.703773e+01 -3.168496e+01 -2.863379e+01 -2.678213e+01 -2.855971e+01 -3.717431e+01 -3.916932e+01 
-2.968983e+01 -2.923241e+01 -2.909033e+01 -3.339618e+01 -3.051185e+01 -3.076113e+01 -2.822424e+01 -2.799101e+01 -1.113563e+01 -3.396348e+01 
-2.953013e+01 -2.951900e+01 -2.938899e+01 -2.960174e+01 -2.722835e+01 -2.863379e+01 -2.860198e+01 -2.844716e+01 -2.912365e+01 -3.380335e+01 
-2.779917e+01 -2.790994e+01 -2.778311e+01 -2.698924e+01 -2.625267e+01 -2.740941e+01 -2.700149e+01 -2.844401e+01 -3.178026e+01 -3.213265e+01 
-2.946987e+01 -2.900634e+01 -2.881839e+01 -3.326349e+01 -2.753127e+01 -2.946887e+01 -2.769757e+01 -2.868361e+01 -1.052503e+01 -3.511133e+01 
-2.973586e+01 -2.935783e+01 -2.941261e+01 -3.274748e+01 -2.792776e+01 -3.119822e+01 -2.975469e+01 -2.773298e+01 -1.465073e+01 -2.747839e+01 
-2.866638e+01 -2.911254e+01 -2.939542e+01 -2.565867e+01 -2.902450e+01 -2.946887e+01 -3.124697e+01 -2.929244e+01 -4.353612e+01 -1.889630e+01 
-2.856591e+01 -2.813108e+01 -2.811371e+01 -3.215207e+01 -3.125039e+01 -3.119822e+01 -2.800480e+01 -3.001570e+01 -1.082539e+01 -2.872252e+01 
-2.905278e+01 -2.940358e+01 -2.920176e+01 -2.666094e+01 -2.889445e+01 -2.946887e+01 -2.800923e+01 -2.900000e+01 -4.093490e+01 -3.591839e+01 
-2.900217e+01 -2.877720e+01 -2.860266e+01 -3.073386e+01 -3.032785e+01 -2.822430e+01 -2.753932e+01 -2.808006e+01 -2.039019e+01 -3.455635e+01 
-2.934673e+01 -2.940297e+01 -2.887854e+01 -2.894031e+01 -3.070919e+01 -2.905398e+01 -2.592117e+01 -2.906588e+01 -3.137397e+01 -4.538239e+01 
-2.922969e+01 -2.849865e+01 -2.865719e+01 -3.575941e+01 -2.742985e+01 -2.946887e+01 -2.966747e+01 -2.747259e+01 3.088113e+00 -2.290297e+01 
-2.929687e+01 -3.003753e+01 -2.940341e+01 -2.461728e+01 -2.907207e+01 -2.946887e+01 -2.591584e+01 -2.898504e+01 -5.249298e+01 -4.891282e+01 
-2.953296e+01 -2.941808e+01 -2.905832e+01 -3.039357e+01 -3.152282e+01 -2.905398e+01 -2.697426e+01 -2.935814e+01 -2.523064e+01 -4.073841e+01 
-2.914051e+01 -2.956761e+01 -2.909288e+01 -2.627974e+01 -3.030759e+01 -3.032822e+01 -2.640024e+01 -2.853228e+01 -4.335803e+01 -4.415982e+01 
-2.934137e+01 -2.921076e+01 -2.871178e+01 -3.031455e+01 -2.802622e+01 -2.946887e+01 -2.586793e+01 -2.720830e+01 -2.448530e+01 -4.456229e+01 
-2.997734e+01 -3.005597e+01 -2.956568e+01 -2.941305e+01 -2.881250e+01 -2.905398e+01 -2.680891e+01 -2.812121e+01 -3.278658e+01 -4.504708e+01 
-2.890098e+01 -2.919903e+01 -2.866969e+01 -2.683519e+01 -2.876612e+01 -2.946887e+01 -2.566789e+01 -2.814634e+01 -3.915398e+01 -4.538469e+01 
-2.910684e+01 -2.957001e+01 -2.877705e+01 -2.602195e+01 -2.988312e+01 -2.863379e+01 -2.449541e+01 -2.869011e+01 -4.442554e+01 -5.252585e+01 
-2.958448e+01 -2.976802e+01 -2.950970e+01 -2.828641e+01 -2.915796e+01 -3.032822e+01 -2.799429e+01 -2.900000e+01 -3.600702e+01 -3.804727e+01 
-2.933523e+01 -2.936700e+01 -2.881490e+01 -2.910412e+01 -3.050428e+01 -2.905398e+01 -2.571692e+01 -2.862119e+01 -3.048681e+01 -4.608900e+01 
-2.856320e+01 -2.865921e+01 -2.819617e+01 -2.786726e+01 -2.860439e+01 -2.905398e+01 -2.552781e+01 -2.862405e+01 -3.200949e+01 -4.300919e+01 
-2.850049e+01 -2.851725e+01 -2.841073e+01 -2.836646e+01 -3.171671e+01 -2.989945e+01 -2.775748e+01 -2.892940e+01 -2.911311e+01 -3.206630e+01 
-2.997852e+01 -2.923885e+01 -2.901897e+01 -3.647875e+01 -2.922378e+01 -2.989945e+01 -2.769962e+01 -2.962451e+01 2.442097e+00 -3.642641e+01 
-2.757657e+01 -2.820747e+01 -2.827955e+01 -2.341046e+01 -2.712559e+01 -2.863379e+01 -2.873666e+01 -2.846290e+01 -4.795519e+01 -2.570775e+01 
-2.869967e+01 -2.936674e+01 -2.929318e+01 -2.438783e+01 -2.822889e+01 -2.822430e+01 -2.884412e+01 -2.858204e+01 -4.995949e+01 -3.182179e+01 
-2.876432e+01 -2.856274e+01 -2.828551e+01 -3.034170e+01 -2.768297e+01 -2.946887e+01 -2.663653e+01 -2.956042e+01 -2.094811e+01 -3.747853e+01 
-2.902035e+01 -2.878340e+01 -2.872653e+01 -3.085074e+01 -2.829448e+01 -3.032822e+01 -2.835532e+01 -2.905674e+01 -1.991627e+01 -3.074914e+01 
-2.802700e+01 -2.810027e+01 -2.785416e+01 -2.748882e+01 -2.845477e+01 -2.863379e+01 -2.637267e+01 -2.967111e+01 -3.067870e+01 -3.608651e+01 
-2.876809e+01 -2.952648e+01 -2.885802e+01 -2.397269e+01 -3.220544e+01 -2.905398e+01 -2.517679e+01 -2.835700e+01 -5.246701e+01 -4.934089e+01 
-2.869016e+01 -2.878378e+01 -2.848446e+01 -2.800135e+01 -2.950967e+01 -2.905398e+01 -2.670747e+01 -3.067679e+01 -3.210527e+01 -3.840418e+01 
-2.905247e+01 -2.948825e+01 -2.878676e+01 -2.613022e+01 -2.946329e+01 -3.032822e+01 -2.494474e+01 -2.735538e+01 -4.355811e+01 -5.014121e+01 
-2.892106e+01 -2.858743e+01 -2.886474e+01 -3.158674e+01 -2.910017e+01 -3.119822e+01 -3.069946e+01 -2.822118e+01 -1.568055e+01 -1.851247e+01 
-2.923275e+01 -2.961245e+01 -2.949512e+01 -2.667844e+01 -2.820358e+01 -2.905398e+01 -2.878677e+01 -2.878570e+01 -4.195162e+01 -3.348689e+01 
-2.946054e+01 -2.961834e+01 -2.912570e+01 -2.833619e+01 -2.891141e+01 -2.822430e+01 -2.634284e+01 -2.829415e+01 -3.501773e+01 -4.469862e+01 
-2.839843e+01 -2.842517e+01 -2.817810e+01 -2.820116e+01 -2.758963e+01 -2.905398e+01 -2.669804e+01 -2.809649e+01 -2.937400e+01 -3.642591e+01 
-2.895517e+01 -2.929901e+01 -2.854768e+01 -2.660382e+01 -2.931618e+01 -2.905398e+01 -2.444061e+01 -2.804862e+01 -4.062569e+01 -5.128591e+01 
-2.865991e+01 -2.882995e+01 -2.832857e+01 -2.744203e+01 -2.992750e+01 -2.989945e+01 -2.545877e+01 -2.877848e+01 -3.469433e+01 -4.426715e+01 
-2.890324e+01 -2.884456e+01 -2.858589e+01 -2.933485e+01 -2.785013e+01 -2.822430e+01 -2.704403e+01 -2.681714e+01 -2.674545e+01 -3.720638e+01 
-2.955344e+01 -2.981854e+01 -2.956289e+01 -2.772782e+01 -2.958850e+01 -2.863379e+01 -2.806345e+01 -3.035240e+01 -3.867101e+01 -3.801446e+01 
-2.855004e+01 -2.901137e+01 -2.878269e+01 -2.544590e+01 -3.005093e+01 -3.032822e+01 -2.743025e+01 -2.843313e+01 -4.387548e+01 -3.637084e+01 
-2.762544e+01 -2.824593e+01 -2.825726e+01 -2.352303e+01 -2.789291e+01 -2.863379e+01 -2.831621e+01 -2.865055e+01 -4.770312e+01 -2.785841e+01 
-2.914919e+01 -2.948022e+01 -2.870203e+01 -2.689145e+01 -2.974486e+01 -2.946887e+01 -2.447620e+01 -2.753120e+01 -4.038141e+01 -5.211996e+01 
-2.870038e+01 -2.899034e+01 -2.883656e+01 -2.668720e+01 -2.655952e+01 -2.781506e+01 -2.791372e+01 -2.714783e+01 -3.867160e+01 -3.402151e+01 
-2.929284e+01 -2.903591e+01 -2.890896e+01 -3.129222e+01 -2.873694e+01 -2.946887e+01 -2.814056e+01 -2.863317e+01 -1.932181e+01 -3.322717e+01 
